"Method Name",MLOC
javax.swing.table.JTableHeader.AccessibleJTableHeader.AccessibleJTableHeaderEntry#getLocale(),8
javax.swing.table.JTableHeader.AccessibleJTableHeader.AccessibleJTableHeaderEntry#addPropertyChangeListener(java.beans.PropertyChangeListener),8
javax.swing.table.JTableHeader.AccessibleJTableHeader.AccessibleJTableHeaderEntry#removePropertyChangeListener(java.beans.PropertyChangeListener),8
javax.swing.table.JTableHeader.AccessibleJTableHeader.AccessibleJTableHeaderEntry#getAccessibleAction(),3
javax.swing.table.JTableHeader.AccessibleJTableHeader.AccessibleJTableHeaderEntry#getAccessibleComponent(),3
javax.swing.table.JTableHeader.AccessibleJTableHeader.AccessibleJTableHeaderEntry#getAccessibleSelection(),3
javax.swing.table.JTableHeader.AccessibleJTableHeader.AccessibleJTableHeaderEntry#getAccessibleText(),3
javax.swing.table.JTableHeader.AccessibleJTableHeader.AccessibleJTableHeaderEntry#getAccessibleValue(),3
javax.swing.table.JTableHeader.AccessibleJTableHeader.AccessibleJTableHeaderEntry#getBackground(),13
javax.swing.table.JTableHeader.AccessibleJTableHeader.AccessibleJTableHeaderEntry#setBackground(java.awt.Color),11
javax.swing.table.JTableHeader.AccessibleJTableHeader.AccessibleJTableHeaderEntry#getForeground(),13
javax.swing.table.JTableHeader.AccessibleJTableHeader.AccessibleJTableHeaderEntry#setForeground(java.awt.Color),11
javax.swing.table.JTableHeader.AccessibleJTableHeader.AccessibleJTableHeaderEntry#getCursor(),18
javax.swing.table.JTableHeader.AccessibleJTableHeader.AccessibleJTableHeaderEntry#setCursor(unknown.Cursor),11
javax.swing.table.JTableHeader.AccessibleJTableHeader.AccessibleJTableHeaderEntry#getFont(),13
javax.swing.table.JTableHeader.AccessibleJTableHeader.AccessibleJTableHeaderEntry#setFont(java.awt.Font),11
javax.swing.table.JTableHeader.AccessibleJTableHeader.AccessibleJTableHeaderEntry#getFontMetrics(java.awt.Font),13
javax.swing.table.JTableHeader.AccessibleJTableHeader.AccessibleJTableHeaderEntry#isEnabled(),13
javax.swing.table.JTableHeader.AccessibleJTableHeader.AccessibleJTableHeaderEntry#setEnabled(boolean),11
javax.swing.table.JTableHeader.AccessibleJTableHeader.AccessibleJTableHeaderEntry#isVisible(),13
javax.swing.table.JTableHeader.AccessibleJTableHeader.AccessibleJTableHeaderEntry#setVisible(boolean),11
javax.swing.table.JTableHeader.AccessibleJTableHeader.AccessibleJTableHeaderEntry#isShowing(),7
javax.swing.table.JTableHeader.AccessibleJTableHeader.AccessibleJTableHeaderEntry#contains(java.awt.Point),15
javax.swing.table.JTableHeader.AccessibleJTableHeader.AccessibleJTableHeaderEntry#getLocationOnScreen(),10
javax.swing.table.JTableHeader.AccessibleJTableHeader.AccessibleJTableHeaderEntry#getLocation(),15
javax.swing.table.JTableHeader.AccessibleJTableHeader.AccessibleJTableHeaderEntry#setLocation(java.awt.Point),5
javax.swing.table.JTableHeader.AccessibleJTableHeader.AccessibleJTableHeaderEntry#getBounds(),19
javax.swing.table.JTableHeader.AccessibleJTableHeader.AccessibleJTableHeaderEntry#setBounds(java.awt.Rectangle),11
javax.swing.table.JTableHeader.AccessibleJTableHeader.AccessibleJTableHeaderEntry#getSize(),16
javax.swing.table.JTableHeader.AccessibleJTableHeader.AccessibleJTableHeaderEntry#setSize(java.awt.Dimension),11
javax.swing.table.JTableHeader.AccessibleJTableHeader.AccessibleJTableHeaderEntry#getAccessibleAt(java.awt.Point),8
javax.swing.table.JTableHeader.AccessibleJTableHeader.AccessibleJTableHeaderEntry#isFocusTraversable(),13
javax.swing.table.JTableHeader.AccessibleJTableHeader.AccessibleJTableHeaderEntry#requestFocus(),11
javax.swing.table.JTableHeader.AccessibleJTableHeader.AccessibleJTableHeaderEntry#addFocusListener(java.awt.event.FocusListener),11
javax.swing.table.JTableHeader.AccessibleJTableHeader.AccessibleJTableHeaderEntry#removeFocusListener(java.awt.event.FocusListener),11
javax.swing.table.TableColumn.1#getTableCellRendererComponent(javax.swing.JTable java.lang.Object boolean boolean int int),15
javax.swing.table.TableRowSorter.ComparableComparator#compare(java.lang.Object java.lang.Object),4
javax.swing.table.TableRowSorter.TableRowSorterModelWrapper#getModel(),3
javax.swing.table.TableRowSorter.TableRowSorterModelWrapper#getColumnCount(),3
javax.swing.table.TableRowSorter.TableRowSorterModelWrapper#getRowCount(),3
javax.swing.table.TableRowSorter.TableRowSorterModelWrapper#getValueAt(int int),3
javax.swing.table.TableRowSorter.TableRowSorterModelWrapper#getStringValueAt(int int),23
javax.swing.table.TableRowSorter.TableRowSorterModelWrapper#getIdentifier(int),3
javax.swing.text.AbstractDocument#getDocumentProperties(),6
javax.swing.text.AbstractDocument#setDocumentProperties(java.util.Dictionary<java.lang.Object,java.lang.Object>),3
javax.swing.text.AbstractDocument#fireInsertUpdate(javax.swing.event.DocumentEvent),19
javax.swing.text.AbstractDocument#fireChangedUpdate(javax.swing.event.DocumentEvent),19
javax.swing.text.AbstractDocument#fireRemoveUpdate(javax.swing.event.DocumentEvent),19
javax.swing.text.AbstractDocument#fireUndoableEditUpdate(javax.swing.event.UndoableEditEvent),14
javax.swing.text.AbstractDocument#getListeners(java.lang.Class<unknown.T>),3
javax.swing.text.AbstractDocument#getAsynchronousLoadPriority(),8
javax.swing.text.AbstractDocument#setAsynchronousLoadPriority(int),4
javax.swing.text.AbstractDocument#setDocumentFilter(javax.swing.text.DocumentFilter),3
javax.swing.text.AbstractDocument#getDocumentFilter(),3
javax.swing.text.AbstractDocument#render(java.lang.Runnable),8
javax.swing.text.AbstractDocument#getLength(),3
javax.swing.text.AbstractDocument#addDocumentListener(javax.swing.event.DocumentListener),3
javax.swing.text.AbstractDocument#removeDocumentListener(javax.swing.event.DocumentListener),3
javax.swing.text.AbstractDocument#getDocumentListeners(),4
javax.swing.text.AbstractDocument#addUndoableEditListener(javax.swing.event.UndoableEditListener),3
javax.swing.text.AbstractDocument#removeUndoableEditListener(javax.swing.event.UndoableEditListener),3
javax.swing.text.AbstractDocument#getUndoableEditListeners(),4
javax.swing.text.AbstractDocument#getProperty(java.lang.Object),3
javax.swing.text.AbstractDocument#putProperty(java.lang.Object java.lang.Object),22
javax.swing.text.AbstractDocument#remove(int int),15
javax.swing.text.AbstractDocument#handleRemove(int int),29
javax.swing.text.AbstractDocument#replace(int int java.lang.String javax.swing.text.AttributeSet),25
javax.swing.text.AbstractDocument#insertString(int java.lang.String javax.swing.text.AttributeSet),18
javax.swing.text.AbstractDocument#handleInsertString(int java.lang.String javax.swing.text.AttributeSet),38
javax.swing.text.AbstractDocument#getText(int int),7
javax.swing.text.AbstractDocument#getText(int int javax.swing.text.Segment),6
javax.swing.text.AbstractDocument#createPosition(int),3
javax.swing.text.AbstractDocument#getStartPosition(),9
javax.swing.text.AbstractDocument#getEndPosition(),9
javax.swing.text.AbstractDocument#getRootElements(),6
javax.swing.text.AbstractDocument#getDefaultRootElement(),1
javax.swing.text.AbstractDocument#getFilterBypass(),6
javax.swing.text.AbstractDocument#getBidiRootElement(),3
javax.swing.text.AbstractDocument#isLeftToRight(int int),13
javax.swing.text.AbstractDocument#getParagraphElement(int),1
javax.swing.text.AbstractDocument#getAttributeContext(),3
javax.swing.text.AbstractDocument#insertUpdate(unknown.DefaultDocumentEvent javax.swing.text.AttributeSet),24
javax.swing.text.AbstractDocument#removeUpdate(unknown.DefaultDocumentEvent),2
javax.swing.text.AbstractDocument#postRemoveUpdate(unknown.DefaultDocumentEvent),4
javax.swing.text.AbstractDocument#updateBidi(unknown.DefaultDocumentEvent),146
javax.swing.text.AbstractDocument#calculateBidiLevels(int int),61
javax.swing.text.AbstractDocument#dump(java.io.PrintStream),7
javax.swing.text.AbstractDocument#getContent(),3
javax.swing.text.AbstractDocument#createLeafElement(javax.swing.text.Element javax.swing.text.AttributeSet int int),3
javax.swing.text.AbstractDocument#createBranchElement(javax.swing.text.Element javax.swing.text.AttributeSet),3
javax.swing.text.AbstractDocument#getCurrentWriter(),3
javax.swing.text.AbstractDocument#writeLock(),22
javax.swing.text.AbstractDocument#writeUnlock(),7
javax.swing.text.AbstractDocument#readLock(),15
javax.swing.text.AbstractDocument#readUnlock(),12
javax.swing.text.AbstractDocument#readObject(java.io.ObjectInputStream),37
javax.swing.text.AbstractWriter#getStartOffset(),3
javax.swing.text.AbstractWriter#getEndOffset(),3
javax.swing.text.AbstractWriter#getElementIterator(),3
javax.swing.text.AbstractWriter#getWriter(),3
javax.swing.text.AbstractWriter#getDocument(),3
javax.swing.text.AbstractWriter#inRange(javax.swing.text.Element),11
javax.swing.text.AbstractWriter#write(),1
javax.swing.text.AbstractWriter#getText(javax.swing.text.Element),4
javax.swing.text.AbstractWriter#text(javax.swing.text.Element),14
javax.swing.text.AbstractWriter#setLineLength(int),3
javax.swing.text.AbstractWriter#getLineLength(),3
javax.swing.text.AbstractWriter#setCurrentLineLength(int),4
javax.swing.text.AbstractWriter#getCurrentLineLength(),3
javax.swing.text.AbstractWriter#isLineEmpty(),3
javax.swing.text.AbstractWriter#setCanWrapLines(boolean),3
javax.swing.text.AbstractWriter#getCanWrapLines(),3
javax.swing.text.AbstractWriter#setIndentSpace(int),3
javax.swing.text.AbstractWriter#getIndentSpace(),3
javax.swing.text.AbstractWriter#setLineSeparator(java.lang.String),3
javax.swing.text.AbstractWriter#getLineSeparator(),3
javax.swing.text.AbstractWriter#incrIndent(),12
javax.swing.text.AbstractWriter#decrIndent(),8
javax.swing.text.AbstractWriter#getIndentLevel(),3
javax.swing.text.AbstractWriter#indent(),15
javax.swing.text.AbstractWriter#write(char),7
javax.swing.text.AbstractWriter#write(java.lang.String),11
javax.swing.text.AbstractWriter#writeLineSeparator(),10
javax.swing.text.AbstractWriter#write(char[] int int),117
javax.swing.text.AbstractWriter#writeAttributes(javax.swing.text.AttributeSet),8
javax.swing.text.AbstractWriter#output(char[] int int),5
javax.swing.text.AbstractWriter#indexOf(char[] char int int),10
javax.swing.text.AsyncBoxView#getMajorAxis(),3
javax.swing.text.AsyncBoxView#getMinorAxis(),3
javax.swing.text.AsyncBoxView#getTopInset(),3
javax.swing.text.AsyncBoxView#setTopInset(float),3
javax.swing.text.AsyncBoxView#getBottomInset(),3
javax.swing.text.AsyncBoxView#setBottomInset(float),3
javax.swing.text.AsyncBoxView#getLeftInset(),3
javax.swing.text.AsyncBoxView#setLeftInset(float),3
javax.swing.text.AsyncBoxView#getRightInset(),3
javax.swing.text.AsyncBoxView#setRightInset(float),3
javax.swing.text.AsyncBoxView#getInsetSpan(int),5
javax.swing.text.AsyncBoxView#setEstimatedMajorSpan(boolean),3
javax.swing.text.AsyncBoxView#getEstimatedMajorSpan(),3
javax.swing.text.AsyncBoxView#getChildState(int),8
javax.swing.text.AsyncBoxView#getLayoutQueue(),3
javax.swing.text.AsyncBoxView#createChildState(javax.swing.text.View),3
javax.swing.text.AsyncBoxView#majorRequirementChange(unknown.ChildState float),6
javax.swing.text.AsyncBoxView#minorRequirementChange(unknown.ChildState),3
javax.swing.text.AsyncBoxView#flushRequirementChanges(),78
javax.swing.text.AsyncBoxView#replace(int int javax.swing.text.View[]),27
javax.swing.text.AsyncBoxView#loadChildren(javax.swing.text.ViewFactory),11
javax.swing.text.AsyncBoxView#getViewIndexAtPosition(int Position.Bias),6
javax.swing.text.AsyncBoxView#updateLayout(DocumentEvent.ElementChange javax.swing.event.DocumentEvent java.awt.Shape),12
javax.swing.text.AsyncBoxView#setParent(javax.swing.text.View),7
javax.swing.text.AsyncBoxView#preferenceChanged(javax.swing.text.View boolean boolean),22
javax.swing.text.AsyncBoxView#setSize(float float),4
javax.swing.text.AsyncBoxView#getSpanOnAxis(int),6
javax.swing.text.AsyncBoxView#setSpanOnAxis(int float),29
javax.swing.text.AsyncBoxView#paint(java.awt.Graphics java.awt.Shape),6
javax.swing.text.AsyncBoxView#getPreferredSpan(int),13
javax.swing.text.AsyncBoxView#getMinimumSpan(int),16
javax.swing.text.AsyncBoxView#getMaximumSpan(int),6
javax.swing.text.AsyncBoxView#getViewCount(),5
javax.swing.text.AsyncBoxView#getView(int),7
javax.swing.text.AsyncBoxView#getChildAllocation(int java.awt.Shape),4
javax.swing.text.AsyncBoxView#getViewIndex(int Position.Bias),3
javax.swing.text.AsyncBoxView#modelToView(int java.awt.Shape Position.Bias),14
javax.swing.text.AsyncBoxView#viewToModel(float float java.awt.Shape Position.Bias[]),25
javax.swing.text.AsyncBoxView#getNextVisualPositionFrom(int Position.Bias java.awt.Shape int Position.Bias[]),7
javax.swing.text.AttributeSet#getAttributeCount(),1
javax.swing.text.AttributeSet#isDefined(java.lang.Object),1
javax.swing.text.AttributeSet#isEqual(javax.swing.text.AttributeSet),1
javax.swing.text.AttributeSet#copyAttributes(),1
javax.swing.text.AttributeSet#getAttribute(java.lang.Object),1
javax.swing.text.AttributeSet#getAttributeNames(),1
javax.swing.text.AttributeSet#containsAttribute(java.lang.Object java.lang.Object),1
javax.swing.text.AttributeSet#containsAttributes(javax.swing.text.AttributeSet),1
javax.swing.text.AttributeSet#getResolveParent(),1
javax.swing.text.BadLocationException#offsetRequested(),3
javax.swing.text.BoxView#getAxis(),3
javax.swing.text.BoxView#setAxis(int),7
javax.swing.text.BoxView#layoutChanged(int),7
javax.swing.text.BoxView#isLayoutValid(int),7
javax.swing.text.BoxView#paintChild(java.awt.Graphics java.awt.Rectangle int),4
javax.swing.text.BoxView#replace(int int javax.swing.text.View[]),14
javax.swing.text.BoxView#updateLayoutArray(int[] int int),9
javax.swing.text.BoxView#forwardUpdate(DocumentEvent.ElementChange javax.swing.event.DocumentEvent java.awt.Shape javax.swing.text.ViewFactory),26
javax.swing.text.BoxView#preferenceChanged(javax.swing.text.View boolean boolean),13
javax.swing.text.BoxView#getResizeWeight(int),15
javax.swing.text.BoxView#setSpanOnAxis(int float),31
javax.swing.text.BoxView#updateChildSizes(),14
javax.swing.text.BoxView#getSpanOnAxis(int),7
javax.swing.text.BoxView#setSize(float float),4
javax.swing.text.BoxView#paint(java.awt.Graphics java.awt.Shape),25
javax.swing.text.BoxView#getChildAllocation(int java.awt.Shape),15
javax.swing.text.BoxView#modelToView(int java.awt.Shape Position.Bias),7
javax.swing.text.BoxView#viewToModel(float float java.awt.Shape Position.Bias[]),7
javax.swing.text.BoxView#getAlignment(int),8
javax.swing.text.BoxView#getPreferredSpan(int),10
javax.swing.text.BoxView#getMinimumSpan(int),10
javax.swing.text.BoxView#getMaximumSpan(int),10
javax.swing.text.BoxView#isAllocationValid(),3
javax.swing.text.BoxView#isBefore(int int java.awt.Rectangle),7
javax.swing.text.BoxView#isAfter(int int java.awt.Rectangle),7
javax.swing.text.BoxView#getViewAtPoint(int int java.awt.Rectangle),30
javax.swing.text.BoxView#childAllocation(int java.awt.Rectangle),6
javax.swing.text.BoxView#layout(int int),4
javax.swing.text.BoxView#getWidth(),10
javax.swing.text.BoxView#getHeight(),10
javax.swing.text.BoxView#layoutMajorAxis(int int int[] int[]),54
javax.swing.text.BoxView#layoutMinorAxis(int int int[] int[]),18
javax.swing.text.BoxView#calculateMajorAxisRequirements(int javax.swing.SizeRequirements),23
javax.swing.text.BoxView#calculateMinorAxisRequirements(int javax.swing.SizeRequirements),21
javax.swing.text.BoxView#checkRequests(int),15
javax.swing.text.BoxView#baselineLayout(int int int[] int[]),41
javax.swing.text.BoxView#baselineRequirements(int javax.swing.SizeRequirements),86
javax.swing.text.BoxView#getOffset(int int),4
javax.swing.text.BoxView#getSpan(int int),4
javax.swing.text.BoxView#flipEastAndWestAtEnds(int Position.Bias),16
javax.swing.text.Caret#install(javax.swing.text.JTextComponent),1
javax.swing.text.Caret#deinstall(javax.swing.text.JTextComponent),1
javax.swing.text.Caret#paint(java.awt.Graphics),1
javax.swing.text.Caret#addChangeListener(javax.swing.event.ChangeListener),1
javax.swing.text.Caret#removeChangeListener(javax.swing.event.ChangeListener),1
javax.swing.text.Caret#isVisible(),1
javax.swing.text.Caret#setVisible(boolean),1
javax.swing.text.Caret#isSelectionVisible(),1
javax.swing.text.Caret#setSelectionVisible(boolean),1
javax.swing.text.Caret#setMagicCaretPosition(java.awt.Point),1
javax.swing.text.Caret#getMagicCaretPosition(),1
javax.swing.text.Caret#setBlinkRate(int),1
javax.swing.text.Caret#getBlinkRate(),1
javax.swing.text.Caret#getDot(),1
javax.swing.text.Caret#getMark(),1
javax.swing.text.Caret#setDot(int),1
javax.swing.text.Caret#moveDot(int),1
javax.swing.text.ChangedCharSetException#getCharSetSpec(),3
javax.swing.text.ChangedCharSetException#keyEqualsCharSet(),3
javax.swing.text.ComponentView#createComponent(),5
javax.swing.text.ComponentView#getComponent(),3
javax.swing.text.ComponentView#paint(java.awt.Graphics java.awt.Shape),7
javax.swing.text.ComponentView#getPreferredSpan(int),14
javax.swing.text.ComponentView#getMinimumSpan(int),14
javax.swing.text.ComponentView#getMaximumSpan(int),14
javax.swing.text.ComponentView#getAlignment(int),11
javax.swing.text.ComponentView#setParent(javax.swing.text.View),28
javax.swing.text.ComponentView#setComponentParent(),31
javax.swing.text.ComponentView#modelToView(int java.awt.Shape Position.Bias),13
javax.swing.text.ComponentView#viewToModel(float float java.awt.Shape Position.Bias[]),9
javax.swing.text.CompositeView#loadChildren(javax.swing.text.ViewFactory),16
javax.swing.text.CompositeView#setParent(javax.swing.text.View),7
javax.swing.text.CompositeView#getViewCount(),3
javax.swing.text.CompositeView#getView(int),3
javax.swing.text.CompositeView#replace(int int javax.swing.text.View[]),41
javax.swing.text.CompositeView#getChildAllocation(int java.awt.Shape),5
javax.swing.text.CompositeView#modelToView(int java.awt.Shape Position.Bias),29
javax.swing.text.CompositeView#modelToView(int Position.Bias int Position.Bias java.awt.Shape),76
javax.swing.text.CompositeView#viewToModel(float float java.awt.Shape Position.Bias[]),40
javax.swing.text.CompositeView#getNextVisualPositionFrom(int Position.Bias java.awt.Shape int Position.Bias[]),22
javax.swing.text.CompositeView#getViewIndex(int Position.Bias),9
javax.swing.text.CompositeView#isBefore(int int java.awt.Rectangle),1
javax.swing.text.CompositeView#isAfter(int int java.awt.Rectangle),1
javax.swing.text.CompositeView#getViewAtPoint(int int java.awt.Rectangle),1
javax.swing.text.CompositeView#childAllocation(int java.awt.Rectangle),1
javax.swing.text.CompositeView#getViewAtPosition(int java.awt.Rectangle),11
javax.swing.text.CompositeView#getViewIndexAtPosition(int),4
javax.swing.text.CompositeView#getInsideAllocation(java.awt.Shape),22
javax.swing.text.CompositeView#setParagraphInsets(javax.swing.text.AttributeSet),9
javax.swing.text.CompositeView#setInsets(short short short short),6
javax.swing.text.CompositeView#getLeftInset(),3
javax.swing.text.CompositeView#getRightInset(),3
javax.swing.text.CompositeView#getTopInset(),3
javax.swing.text.CompositeView#getBottomInset(),3
javax.swing.text.CompositeView#getNextNorthSouthVisualPositionFrom(int Position.Bias java.awt.Shape int Position.Bias[]),7
javax.swing.text.CompositeView#getNextEastWestVisualPositionFrom(int Position.Bias java.awt.Shape int Position.Bias[]),8
javax.swing.text.CompositeView#flipEastAndWestAtEnds(int Position.Bias),4
javax.swing.text.DateFormatter#setFormat(java.text.DateFormat),3
javax.swing.text.DateFormatter#getCalendar(),8
javax.swing.text.DateFormatter#getSupportsIncrement(),3
javax.swing.text.DateFormatter#getAdjustField(int java.util.Map),14
javax.swing.text.DateFormatter#adjustValue(java.lang.Object java.util.Map java.lang.Object int),31
javax.swing.text.DefaultCaret#setUpdatePolicy(int),3
javax.swing.text.DefaultCaret#getUpdatePolicy(),3
javax.swing.text.DefaultCaret#getComponent(),3
javax.swing.text.DefaultCaret#repaint(),5
javax.swing.text.DefaultCaret#damage(java.awt.Rectangle),10
javax.swing.text.DefaultCaret#adjustVisibility(java.awt.Rectangle),10
javax.swing.text.DefaultCaret#getSelectionPainter(),3
javax.swing.text.DefaultCaret#positionCaret(java.awt.event.MouseEvent),10
javax.swing.text.DefaultCaret#moveCaret(java.awt.event.MouseEvent),10
javax.swing.text.DefaultCaret#focusGained(java.awt.event.FocusEvent),8
javax.swing.text.DefaultCaret#focusLost(java.awt.event.FocusEvent),4
javax.swing.text.DefaultCaret#selectWord(java.awt.event.MouseEvent),22
javax.swing.text.DefaultCaret#mouseClicked(java.awt.event.MouseEvent),66
javax.swing.text.DefaultCaret#mousePressed(java.awt.event.MouseEvent),16
javax.swing.text.DefaultCaret#adjustCaretAndFocus(java.awt.event.MouseEvent),4
javax.swing.text.DefaultCaret#adjustCaret(java.awt.event.MouseEvent),8
javax.swing.text.DefaultCaret#adjustFocus(boolean),11
javax.swing.text.DefaultCaret#mouseReleased(java.awt.event.MouseEvent),8
javax.swing.text.DefaultCaret#mouseEntered(java.awt.event.MouseEvent),2
javax.swing.text.DefaultCaret#mouseExited(java.awt.event.MouseEvent),2
javax.swing.text.DefaultCaret#mouseDragged(java.awt.event.MouseEvent),5
javax.swing.text.DefaultCaret#mouseMoved(java.awt.event.MouseEvent),2
javax.swing.text.DefaultCaret#paint(java.awt.Graphics),55
javax.swing.text.DefaultCaret#install(javax.swing.text.JTextComponent),34
javax.swing.text.DefaultCaret#deinstall(javax.swing.text.JTextComponent),18
javax.swing.text.DefaultCaret#addChangeListener(javax.swing.event.ChangeListener),3
javax.swing.text.DefaultCaret#removeChangeListener(javax.swing.event.ChangeListener),3
javax.swing.text.DefaultCaret#getChangeListeners(),4
javax.swing.text.DefaultCaret#fireStateChanged(),14
javax.swing.text.DefaultCaret#getListeners(java.lang.Class<unknown.T>),3
javax.swing.text.DefaultCaret#setSelectionVisible(boolean),26
javax.swing.text.DefaultCaret#isSelectionVisible(),3
javax.swing.text.DefaultCaret#isActive(),3
javax.swing.text.DefaultCaret#isVisible(),3
javax.swing.text.DefaultCaret#setVisible(boolean),26
javax.swing.text.DefaultCaret#setBlinkRate(int),14
javax.swing.text.DefaultCaret#getBlinkRate(),3
javax.swing.text.DefaultCaret#getDot(),3
javax.swing.text.DefaultCaret#getMark(),3
javax.swing.text.DefaultCaret#setDot(int),3
javax.swing.text.DefaultCaret#moveDot(int),3
javax.swing.text.DefaultCaret#moveDot(int Position.Bias),21
javax.swing.text.DefaultCaret#handleMoveDot(int Position.Bias),31
javax.swing.text.DefaultCaret#setDot(int Position.Bias),14
javax.swing.text.DefaultCaret#handleSetDot(int Position.Bias),25
javax.swing.text.DefaultCaret#getDotBias(),3
javax.swing.text.DefaultCaret#getMarkBias(),3
javax.swing.text.DefaultCaret#isDotLeftToRight(),3
javax.swing.text.DefaultCaret#isMarkLeftToRight(),3
javax.swing.text.DefaultCaret#isPositionLTR(int Position.Bias),9
javax.swing.text.DefaultCaret#guessBiasForOffset(int Position.Bias boolean),30
javax.swing.text.DefaultCaret#changeCaretPosition(int Position.Bias),34
javax.swing.text.DefaultCaret#repaintNewCaret(),26
javax.swing.text.DefaultCaret#updateSystemSelection(),39
javax.swing.text.DefaultCaret#getSystemSelection(),10
javax.swing.text.DefaultCaret#getClipboardOwner(),3
javax.swing.text.DefaultCaret#ensureValidPosition(),9
javax.swing.text.DefaultCaret#setMagicCaretPosition(java.awt.Point),3
javax.swing.text.DefaultCaret#getMagicCaretPosition(),3
javax.swing.text.DefaultCaret#equals(java.lang.Object),3
javax.swing.text.DefaultCaret#toString(),5
javax.swing.text.DefaultCaret#getFilterBypass(),6
javax.swing.text.DefaultCaret#_contains(int int int int),46
javax.swing.text.DefaultCaret#getCaretWidth(int),11
javax.swing.text.DefaultCaret#readObject(java.io.ObjectInputStream),18
javax.swing.text.DefaultCaret#writeObject(java.io.ObjectOutputStream),5
javax.swing.text.DefaultEditorKit#getContentType(),3
javax.swing.text.DefaultEditorKit#getViewFactory(),3
javax.swing.text.DefaultEditorKit#getActions(),3
javax.swing.text.DefaultEditorKit#createCaret(),3
javax.swing.text.DefaultEditorKit#createDefaultDocument(),3
javax.swing.text.DefaultEditorKit#read(java.io.InputStream javax.swing.text.Document int),5
javax.swing.text.DefaultEditorKit#write(java.io.OutputStream javax.swing.text.Document int int),7
javax.swing.text.DefaultEditorKit#getInputAttributes(),3
javax.swing.text.DefaultEditorKit#read(java.io.Reader javax.swing.text.Document int),96
javax.swing.text.DefaultEditorKit#write(java.io.Writer javax.swing.text.Document int int),60
javax.swing.text.DefaultFormatter#install(javax.swing.JFormattedTextField),4
javax.swing.text.DefaultFormatter#setCommitsOnValidEdit(boolean),3
javax.swing.text.DefaultFormatter#getCommitsOnValidEdit(),3
javax.swing.text.DefaultFormatter#setOverwriteMode(boolean),3
javax.swing.text.DefaultFormatter#getOverwriteMode(),3
javax.swing.text.DefaultFormatter#setAllowsInvalid(boolean),3
javax.swing.text.DefaultFormatter#getAllowsInvalid(),3
javax.swing.text.DefaultFormatter#setValueClass(java.lang.Class<java.lang.Object>),3
javax.swing.text.DefaultFormatter#getValueClass(),3
javax.swing.text.DefaultFormatter#stringToValue(java.lang.String),31
javax.swing.text.DefaultFormatter#valueToString(java.lang.Object),6
javax.swing.text.DefaultFormatter#getDocumentFilter(),6
javax.swing.text.DefaultFormatter#getNavigationFilter(),6
javax.swing.text.DefaultFormatter#clone(),8
javax.swing.text.DefaultFormatter#positionCursorAtInitialLocation(),6
javax.swing.text.DefaultFormatter#getInitialVisualPosition(),3
javax.swing.text.DefaultFormatter#isNavigatable(int),3
javax.swing.text.DefaultFormatter#isLegalInsertText(java.lang.String),3
javax.swing.text.DefaultFormatter#getNextNavigatableChar(int int),11
javax.swing.text.DefaultFormatter#getReplaceString(int int java.lang.String),14
javax.swing.text.DefaultFormatter#isValidEdit(unknown.ReplaceHolder),14
javax.swing.text.DefaultFormatter#commitEdit(),7
javax.swing.text.DefaultFormatter#updateValue(),3
javax.swing.text.DefaultFormatter#updateValue(java.lang.Object),16
javax.swing.text.DefaultFormatter#getNextCursorPosition(int int),23
javax.swing.text.DefaultFormatter#repositionCursor(int int),4
javax.swing.text.DefaultFormatter#getNextVisualPositionFrom(javax.swing.text.JTextComponent int Position.Bias int Position.Bias[]),34
javax.swing.text.DefaultFormatter#canReplace(unknown.ReplaceHolder),3
javax.swing.text.DefaultFormatter#replace(DocumentFilter.FilterBypass int int java.lang.String javax.swing.text.AttributeSet),7
javax.swing.text.DefaultFormatter#replace(unknown.ReplaceHolder),38
javax.swing.text.DefaultFormatter#setDot(NavigationFilter.FilterBypass int Position.Bias),3
javax.swing.text.DefaultFormatter#moveDot(NavigationFilter.FilterBypass int Position.Bias),4
javax.swing.text.DefaultFormatter#getReplaceHolder(DocumentFilter.FilterBypass int int java.lang.String javax.swing.text.AttributeSet),9
javax.swing.text.DefaultFormatterFactory#setDefaultFormatter(JFormattedTextField.AbstractFormatter),3
javax.swing.text.DefaultFormatterFactory#getDefaultFormatter(),3
javax.swing.text.DefaultFormatterFactory#setDisplayFormatter(JFormattedTextField.AbstractFormatter),3
javax.swing.text.DefaultFormatterFactory#getDisplayFormatter(),3
javax.swing.text.DefaultFormatterFactory#setEditFormatter(JFormattedTextField.AbstractFormatter),3
javax.swing.text.DefaultFormatterFactory#getEditFormatter(),3
javax.swing.text.DefaultFormatterFactory#setNullFormatter(JFormattedTextField.AbstractFormatter),3
javax.swing.text.DefaultFormatterFactory#getNullFormatter(),3
javax.swing.text.DefaultFormatterFactory#getFormatter(javax.swing.JFormattedTextField),25
javax.swing.text.DefaultHighlighter#paint(java.awt.Graphics),24
javax.swing.text.DefaultHighlighter#install(javax.swing.text.JTextComponent),4
javax.swing.text.DefaultHighlighter#deinstall(javax.swing.text.JTextComponent),3
javax.swing.text.DefaultHighlighter#addHighlight(int int Highlighter.HighlightPainter),12
javax.swing.text.DefaultHighlighter#removeHighlight(java.lang.Object),13
javax.swing.text.DefaultHighlighter#removeAllHighlights(),60
javax.swing.text.DefaultHighlighter#changeHighlight(java.lang.Object int int),32
